Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
TZInfo::DataSources::ZoneinfoReader,parse,Ret,"",{ TZInfo::DataSources::ZoneinfoReader#parse ret: ret },Object,N,,"def parse(file)
        magic, version, ttisgmtcnt, ttisstdcnt, leapcnt, timecnt, typecnt, charcnt =
          check_read(file, 44).unpack('a4 a x15 NNNNNN')

        if magic != 'TZif'
          raise InvalidZoneinfoFile, ""The file '#{file.path}' does not start with the expected header.""
        end

        if version == '2' || version == '3'
          # Skip the first 32-bit section and read the header of the second 64-bit section
          file.seek(timecnt * 5 + typecnt * 6 + charcnt + leapcnt * 8 + ttisgmtcnt + ttisstdcnt, IO::SEEK_CUR)

          prev_version = version

          magic, version, ttisgmtcnt, ttisstdcnt, leapcnt, timecnt, typecnt, charcnt =
            check_read(file, 44).unpack('a4 a x15 NNNNNN')

          unless magic == 'TZif' && (version == prev_version)
            raise InvalidZoneinfoFile, ""The file '#{file.path}' contains an invalid 64-bit section header.""
          end

          using_64bit = true
        elsif version != '3' && version != '2' && version != ""\0""
          raise InvalidZoneinfoFile, ""The file '#{file.path}' contains a version of the zoneinfo format that is not currently supported.""
        else
          using_64bit = false
        end

        unless leapcnt == 0
          raise InvalidZoneinfoFile, ""The file '#{file.path}' contains leap second data. TZInfo requires zoneinfo files that omit leap seconds.""
        end

        transitions = if using_64bit
          timecnt.times.map do |i|
            high, low = check_read(file, 8).unpack('NN'.freeze)
            transition_time = make_signed_int64(high, low)
            {at: transition_time}
          end
        else
          timecnt.times.map do |i|
            transition_time = make_signed_int32(check_read(file, 4).unpack('N'.freeze)[0])
            {at: transition_time}
          end
        end

        check_read(file, timecnt).unpack('C*'.freeze).each_with_index do |localtime_type, i|
          raise InvalidZoneinfoFile, ""Invalid offset referenced by transition in file '#{file.path}'."" if localtime_type >= typecnt
          transitions[i][:offset] = localtime_type
        end

        offsets = typecnt.times.map do |i|
          gmtoff, isdst, abbrind = check_read(file, 6).unpack('NCC'.freeze)
          gmtoff = make_signed_int32(gmtoff)
          isdst = isdst == 1
          {observed_utc_offset: gmtoff, is_dst: isdst, abbr_index: abbrind}
        end

        abbrev = check_read(file, charcnt)

        # Derive the offsets from standard time (std_offset).
        first_offset_index = derive_offsets(transitions, offsets)

        offsets = offsets.map do |o|
          observed_utc_offset = o[:observed_utc_offset]
          base_utc_offset = o[:base_utc_offset]

          if base_utc_offset
            # DST offset with base_utc_offset derived by derive_offsets.
            std_offset = observed_utc_offset - base_utc_offset
          elsif o[:is_dst]
            # DST offset unreferenced by a transition (offset in use before the
            # first transition). No derived base UTC offset, so assume 1 hour
            # DST.
            base_utc_offset = observed_utc_offset - 3600
            std_offset = 3600
          else
            # Non-DST offset.
            base_utc_offset = observed_utc_offset
            std_offset = 0
          end

          abbrev_start = o[:abbr_index]
          raise InvalidZoneinfoFile, ""Abbreviation index is out of range in file '#{file.path}'."" unless abbrev_start < abbrev.length

          abbrev_end = abbrev.index(""\0"", abbrev_start)
          raise InvalidZoneinfoFile, ""Missing abbreviation null terminator in file '#{file.path}'."" unless abbrev_end

          abbr = @string_deduper.dedupe(abbrev[abbrev_start...abbrev_end].force_encoding(Encoding::UTF_8).untaint)

          TimezoneOffset.new(base_utc_offset, std_offset, abbr)
        end

        first_offset = offsets[first_offset_index]


        if transitions.empty?
          first_offset
        else
          previous_offset = first_offset
          previous_at = nil

          transitions.map do |t|
            offset = offsets[t[:offset]]
            at = t[:at]
            raise InvalidZoneinfoFile, ""Transition at #{at} is not later than the previous transition at #{previous_at} in file '#{file.path}'."" if previous_at && RDL.type_cast(previous_at, ""Integer"")  >= at
            tt = TimezoneTransition.new(offset, previous_offset, at)
            previous_offset = offset
            previous_at = at
            tt
          end
        end
      end"
TZInfo::DataSources::DataTimezoneInfo,period_for,Arg,timestamp,{ TZInfo::DataSources::DataTimezoneInfo#period_for arg: timestamp },Timestamp,N,,"def period_for(timestamp)
        raise_not_implemented('period_for')
      end"
TZInfo::DataSources::DataTimezoneInfo,period_for,Ret,"",TZInfo::TransitionsTimezonePeriod,TimezonePeriod,E,Twin,"def period_for(timestamp)
        raise_not_implemented('period_for')
      end"
TZInfo::DataSources::DataTimezoneInfo,periods_for_local,Arg,local_timestamp,{ TZInfo::DataSources::DataTimezoneInfo#periods_for_local arg: local_timestamp },Timestamp,N,,"def periods_for_local(local_timestamp)
        raise_not_implemented('periods_for_local')
      end"
TZInfo::DataSources::DataTimezoneInfo,periods_for_local,Ret,"",TZInfo::TransitionsTimezonePeriod,Array<TimezonePeriod>,T,Twin,"def periods_for_local(local_timestamp)
        raise_not_implemented('periods_for_local')
      end"
TZInfo::DataSources::DataTimezoneInfo,transitions_up_to,Arg,to_timestamp,{ TZInfo::DataSources::DataTimezoneInfo#transitions_up_to arg: to_timestamp },Timestamp,N,,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        raise_not_implemented('transitions_up_to')
      end"
TZInfo::DataSources::DataTimezoneInfo,transitions_up_to,Arg,from_timestamp,?{ TZInfo::DataSources::DataTimezoneInfo#transitions_up_to arg: from_timestamp },Timestamp,N,,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        raise_not_implemented('transitions_up_to')
      end"
TZInfo::DataSources::DataTimezoneInfo,transitions_up_to,Ret,"",Array<{ TZInfo::DataSources::ConstantOffsetDataTimezoneInfo#transitions_up_to array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fb30ea20> }>,Array<TimezoneTransition>,P,Twin,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        raise_not_implemented('transitions_up_to')
      end"
TZInfo::DataSources::DataTimezoneInfo,create_timezone,Ret,"",TZInfo::DataTimezone,DataTimezone,E,Constraints,"def create_timezone
        DataTimezone.new(self)
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,initialize,Arg,identifier,TZInfo::TimezoneOffset,String,T,Twin,"def initialize(identifier, constant_offset)
        super(identifier)
        raise ArgumentError, 'constant_offset must be specified' unless constant_offset
        @constant_offset = constant_offset
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,initialize,Arg,constant_offset,TZInfo::TimezoneOffset,TimezoneOffset,E,Constraints,"def initialize(identifier, constant_offset)
        super(identifier)
        raise ArgumentError, 'constant_offset must be specified' unless constant_offset
        @constant_offset = constant_offset
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,initialize,Ret,"",self,self,E,,"def initialize(identifier, constant_offset)
        super(identifier)
        raise ArgumentError, 'constant_offset must be specified' unless constant_offset
        @constant_offset = constant_offset
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,period_for,Arg,timestamp,Number,Timestamp,T,Twin,"def period_for(timestamp)
        constant_period
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,period_for,Ret,"",TZInfo::OffsetTimezonePeriod,TimezonePeriod,E,Constraints,"def period_for(timestamp)
        constant_period
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,periods_for_local,Arg,local_timestamp,Number,Timestamp,T,Twin,"def periods_for_local(local_timestamp)
        [constant_period]
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,periods_for_local,Ret,"",[TZInfo::OffsetTimezonePeriod],Array<TimezonePeriod>,P,Constraints,"def periods_for_local(local_timestamp)
        [constant_period]
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,transitions_up_to,Arg,to_timestamp,TZInfo::TimezoneOffset,Timestamp,T,Twin,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        []
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,transitions_up_to,Arg,from_timestamp,?TZInfo::TimezoneOffset,Timestamp,T,Constraints,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        []
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,transitions_up_to,Ret,"",Array<{ TZInfo::DataSources::ConstantOffsetDataTimezoneInfo#transitions_up_to array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fb30ea20> }>,Array,P,Constraints,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        []
      end"
TZInfo::DataSources::ConstantOffsetDataTimezoneInfo,constant_period,Ret,"",TZInfo::OffsetTimezonePeriod,TimezonePeriod,E,Constraints,"def constant_period
        OffsetTimezonePeriod.new(@constant_offset)
      end"
TZInfo::DataSources::CountryInfo,initialize,Arg,code,"Hash<Hash<{ TZInfo::Format2::CountryIndexDefiner#initialize hash_param_key: hash_param_key_#<Parser::Source::Map::Collection:0x00007fc6f9d550d0> }, TZInfo::DataSources::CountryInfo>, TZInfo::DataSources::CountryInfo>",String,T,Constraints,"def initialize(code, name, zones)
        raise ArgumentError, 'code must be specified' unless code
        raise ArgumentError, 'name must be specified' unless name
        raise ArgumentError, 'zones must be specified' unless zones
        @code = code.freeze
        @name = name.freeze
        @zones = zones.freeze
      end"
TZInfo::DataSources::CountryInfo,initialize,Arg,name,TZInfo::TimezoneOffset,String,T,Twin,"def initialize(code, name, zones)
        raise ArgumentError, 'code must be specified' unless code
        raise ArgumentError, 'name must be specified' unless name
        raise ArgumentError, 'zones must be specified' unless zones
        @code = code.freeze
        @name = name.freeze
        @zones = zones.freeze
      end"
TZInfo::DataSources::CountryInfo,initialize,Arg,zones,Array<TZInfo::CountryTimezone>,Array<CountryTimezone>,P,Constraints,"def initialize(code, name, zones)
        raise ArgumentError, 'code must be specified' unless code
        raise ArgumentError, 'name must be specified' unless name
        raise ArgumentError, 'zones must be specified' unless zones
        @code = code.freeze
        @name = name.freeze
        @zones = zones.freeze
      end"
TZInfo::DataSources::CountryInfo,initialize,Ret,"",self,self,E,,"def initialize(code, name, zones)
        raise ArgumentError, 'code must be specified' unless code
        raise ArgumentError, 'name must be specified' unless name
        raise ArgumentError, 'zones must be specified' unless zones
        @code = code.freeze
        @name = name.freeze
        @zones = zones.freeze
      end"
TZInfo::DataSources::CountryInfo,inspect,Ret,"",String,String,E,Constraints,"def inspect
        ""#<#{self.class}: #@code>""
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,initialize,Arg,identifier,TZInfo::TimezoneOffset,String,T,Twin,"def initialize(identifier, transitions)
        super(identifier)
        raise ArgumentError, 'transitions must be specified' unless transitions
        raise ArgumentError, 'transitions must not be an empty Array' if transitions.empty?
        @transitions = transitions.freeze
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,initialize,Arg,transitions,([ empty?: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#initialize arg: transitions }#empty? call_ret: ret } ] and [ freeze: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#initialize arg: transitions }#freeze call_ret: ret } ]),Array<TimezoneTransitions>,TS,Constraints,"def initialize(identifier, transitions)
        super(identifier)
        raise ArgumentError, 'transitions must be specified' unless transitions
        raise ArgumentError, 'transitions must not be an empty Array' if transitions.empty?
        @transitions = transitions.freeze
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,initialize,Ret,"",self,self,E,,"def initialize(identifier, transitions)
        super(identifier)
        raise ArgumentError, 'transitions must be specified' unless transitions
        raise ArgumentError, 'transitions must not be an empty Array' if transitions.empty?
        @transitions = transitions.freeze
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,period_for,Arg,timestamp,([ utc_offset: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#period_for arg: timestamp }#utc_offset call_ret: ret } ] and [ value: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#period_for arg: timestamp }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def period_for(timestamp)
        raise ArgumentError, 'timestamp must be specified' unless timestamp
        raise ArgumentError, 'timestamp must have a specified utc_offset' unless timestamp.utc_offset

        timestamp_value = timestamp.value

        index = find_minimum_transition {|t| t.timestamp_value >= timestamp_value }

        if index
          transition = @transitions[index]

          if transition.timestamp_value == timestamp_value
            # timestamp occurs within the second of the found transition, so is
            # the transition that starts the period.
            start_transition = transition
            end_transition = @transitions[index + 1]
          else
            # timestamp occurs before the second of the found transition, so is
            # the transition that ends the period.
            start_transition = index == 0 ? nil : @transitions[index - 1]
            end_transition = transition
          end
        else
          start_transition = @transitions.last
          end_transition = nil
        end

        TransitionsTimezonePeriod.new(start_transition, end_transition)
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,period_for,Ret,"",TZInfo::TransitionsTimezonePeriod,TimezonePeriod,E,Constraints,"def period_for(timestamp)
        raise ArgumentError, 'timestamp must be specified' unless timestamp
        raise ArgumentError, 'timestamp must have a specified utc_offset' unless timestamp.utc_offset

        timestamp_value = timestamp.value

        index = find_minimum_transition {|t| t.timestamp_value >= timestamp_value }

        if index
          transition = @transitions[index]

          if transition.timestamp_value == timestamp_value
            # timestamp occurs within the second of the found transition, so is
            # the transition that starts the period.
            start_transition = transition
            end_transition = @transitions[index + 1]
          else
            # timestamp occurs before the second of the found transition, so is
            # the transition that ends the period.
            start_transition = index == 0 ? nil : @transitions[index - 1]
            end_transition = transition
          end
        else
          start_transition = @transitions.last
          end_transition = nil
        end

        TransitionsTimezonePeriod.new(start_transition, end_transition)
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,periods_for_local,Arg,local_timestamp,([ utc_offset: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#periods_for_local arg: local_timestamp }#utc_offset call_ret: ret } ] and [ value: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#periods_for_local arg: local_timestamp }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def periods_for_local(local_timestamp)
        raise ArgumentError, 'local_timestamp must be specified' unless local_timestamp
        raise ArgumentError, 'local_timestamp must have an unspecified utc_offset' if local_timestamp.utc_offset

        local_timestamp_value = local_timestamp.value
        latest_possible_utc_value = local_timestamp_value + 86400
        earliest_possible_utc_value = local_timestamp_value - 86400

        # Find the index of the first transition that occurs after a latest
        # possible UTC representation of the local timestamp and then search
        # backwards until an earliest possible UTC representation.

        index = find_minimum_transition {|t| t.timestamp_value >= latest_possible_utc_value }

        # No transitions after latest_possible_utc_value, set to max index + 1
        # to search backwards including the period after the last transition
        index = @transitions.length unless index

        result = []

        index.downto(0) do |i|
          start_transition = RDL.type_cast(i > 0 ? @transitions[i - 1] : nil, ""TZInfo::TimezoneTransition"")
          end_transition = @transitions[i]
          offset = start_transition ? start_transition.offset : end_transition.previous_offset
          utc_timestamp_value = local_timestamp_value - offset.observed_utc_offset

          # It is not necessary to compare the sub-seconds because a timestamp
          # is in the period if is >= the start transition (sub-seconds would
          # make == become >) and if it is < the end transition (which
          # sub-seconds cannot affect).
          if (!start_transition || utc_timestamp_value >= start_transition.timestamp_value) && (!end_transition || utc_timestamp_value < end_transition.timestamp_value)
            result << TransitionsTimezonePeriod.new(start_transition, end_transition)
          elsif end_transition && end_transition.timestamp_value < earliest_possible_utc_value
            break
          end
        end

        result.reverse!
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,periods_for_local,Ret,"",Array<TZInfo::TransitionsTimezonePeriod>,Array<TimezonePeriod>,P,Constraints,"def periods_for_local(local_timestamp)
        raise ArgumentError, 'local_timestamp must be specified' unless local_timestamp
        raise ArgumentError, 'local_timestamp must have an unspecified utc_offset' if local_timestamp.utc_offset

        local_timestamp_value = local_timestamp.value
        latest_possible_utc_value = local_timestamp_value + 86400
        earliest_possible_utc_value = local_timestamp_value - 86400

        # Find the index of the first transition that occurs after a latest
        # possible UTC representation of the local timestamp and then search
        # backwards until an earliest possible UTC representation.

        index = find_minimum_transition {|t| t.timestamp_value >= latest_possible_utc_value }

        # No transitions after latest_possible_utc_value, set to max index + 1
        # to search backwards including the period after the last transition
        index = @transitions.length unless index

        result = []

        index.downto(0) do |i|
          start_transition = RDL.type_cast(i > 0 ? @transitions[i - 1] : nil, ""TZInfo::TimezoneTransition"")
          end_transition = @transitions[i]
          offset = start_transition ? start_transition.offset : end_transition.previous_offset
          utc_timestamp_value = local_timestamp_value - offset.observed_utc_offset

          # It is not necessary to compare the sub-seconds because a timestamp
          # is in the period if is >= the start transition (sub-seconds would
          # make == become >) and if it is < the end transition (which
          # sub-seconds cannot affect).
          if (!start_transition || utc_timestamp_value >= start_transition.timestamp_value) && (!end_transition || utc_timestamp_value < end_transition.timestamp_value)
            result << TransitionsTimezonePeriod.new(start_transition, end_transition)
          elsif end_transition && end_transition.timestamp_value < earliest_possible_utc_value
            break
          end
        end

        result.reverse!
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,transitions_up_to,Arg,to_timestamp,([ <=: ({ TZInfo::DataSources::TransitionsDataTimezoneInfo#transitions_up_to arg: from_timestamp }) -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transitions_up_to arg: to_timestamp }#<= call_ret: ret } ] and [ sub_second: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: timestamp }#sub_second call_ret: ret } ] and [ utc_offset: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transitions_up_to arg: to_timestamp }#utc_offset call_ret: ret } ] and [ value: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: timestamp }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        raise ArgumentError, 'to_timestamp must be specified' unless to_timestamp
        raise ArgumentError, 'to_timestamp must have a specified utc_offset' unless to_timestamp.utc_offset

        if from_timestamp
          raise ArgumentError, 'from_timestamp must have a specified utc_offset' unless from_timestamp.utc_offset
          raise ArgumentError, 'to_timestamp must be greater than from_timestamp' if to_timestamp <= from_timestamp
        end

        if from_timestamp
          from_index = find_minimum_transition {|t| transition_on_or_after_timestamp?(t, from_timestamp) }
          return [] unless from_index
        else
          from_index = 0
        end

        to_index = find_minimum_transition {|t| transition_on_or_after_timestamp?(t, to_timestamp) }

        if to_index
          return [] if to_index < 1
          to_index -= 1
        else
          to_index = -1
        end

        @transitions[from_index..to_index]
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,transitions_up_to,Arg,from_timestamp,?([ sub_second: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: timestamp }#sub_second call_ret: ret } ] and [ utc_offset: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transitions_up_to arg: from_timestamp }#utc_offset call_ret: ret } ] and [ value: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: timestamp }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        raise ArgumentError, 'to_timestamp must be specified' unless to_timestamp
        raise ArgumentError, 'to_timestamp must have a specified utc_offset' unless to_timestamp.utc_offset

        if from_timestamp
          raise ArgumentError, 'from_timestamp must have a specified utc_offset' unless from_timestamp.utc_offset
          raise ArgumentError, 'to_timestamp must be greater than from_timestamp' if to_timestamp <= from_timestamp
        end

        if from_timestamp
          from_index = find_minimum_transition {|t| transition_on_or_after_timestamp?(t, from_timestamp) }
          return [] unless from_index
        else
          from_index = 0
        end

        to_index = find_minimum_transition {|t| transition_on_or_after_timestamp?(t, to_timestamp) }

        if to_index
          return [] if to_index < 1
          to_index -= 1
        else
          to_index = -1
        end

        @transitions[from_index..to_index]
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,transitions_up_to,Ret,"",Array<TZInfo::TimezoneTransition>,Array<TimezoneTransition>,P,Constraints,"def transitions_up_to(to_timestamp, from_timestamp = nil)
        raise ArgumentError, 'to_timestamp must be specified' unless to_timestamp
        raise ArgumentError, 'to_timestamp must have a specified utc_offset' unless to_timestamp.utc_offset

        if from_timestamp
          raise ArgumentError, 'from_timestamp must have a specified utc_offset' unless from_timestamp.utc_offset
          raise ArgumentError, 'to_timestamp must be greater than from_timestamp' if to_timestamp <= from_timestamp
        end

        if from_timestamp
          from_index = find_minimum_transition {|t| transition_on_or_after_timestamp?(t, from_timestamp) }
          return [] unless from_index
        else
          from_index = 0
        end

        to_index = find_minimum_transition {|t| transition_on_or_after_timestamp?(t, to_timestamp) }

        if to_index
          return [] if to_index < 1
          to_index -= 1
        else
          to_index = -1
        end

        @transitions[from_index..to_index]
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,transition_on_or_after_timestamp?,Arg,transition,[ timestamp_value: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: transition }#timestamp_value call_ret: ret } ],TimezoneTransition,TS,Constraints,"def transition_on_or_after_timestamp?(transition, timestamp)
        transition_timestamp_value = transition.timestamp_value
        timestamp_value = timestamp.value
        transition_timestamp_value > timestamp_value || transition_timestamp_value == timestamp_value && timestamp.sub_second == 0
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,transition_on_or_after_timestamp?,Arg,timestamp,([ sub_second: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: timestamp }#sub_second call_ret: ret } ] and [ value: () -> { { TZInfo::DataSources::TransitionsDataTimezoneInfo#transition_on_or_after_timestamp? arg: timestamp }#value call_ret: ret } ]),Timestamp,TS,Constraints,"def transition_on_or_after_timestamp?(transition, timestamp)
        transition_timestamp_value = transition.timestamp_value
        timestamp_value = timestamp.value
        transition_timestamp_value > timestamp_value || transition_timestamp_value == timestamp_value && timestamp.sub_second == 0
      end"
TZInfo::DataSources::TransitionsDataTimezoneInfo,transition_on_or_after_timestamp?,Ret,"",(false or true),(false or true),E,Constraints,"def transition_on_or_after_timestamp?(transition, timestamp)
        transition_timestamp_value = transition.timestamp_value
        timestamp_value = timestamp.value
        transition_timestamp_value > timestamp_value || transition_timestamp_value == timestamp_value && timestamp.sub_second == 0
      end"
TZInfo::DataSources::TimezoneInfo,initialize,Arg,identifier,TZInfo::TimezoneOffset,String,T,Twin,"def initialize(identifier)
        raise ArgumentError, 'identifier must be specified' unless identifier
        @identifier = identifier.freeze
      end"
TZInfo::DataSources::TimezoneInfo,initialize,Ret,"",self,self,E,,"def initialize(identifier)
        raise ArgumentError, 'identifier must be specified' unless identifier
        @identifier = identifier.freeze
      end"
TZInfo::DataSources::TimezoneInfo,inspect,Ret,"",String,String,E,Constraints,"def inspect
        ""#<#{self.class}: #@identifier>""
      end"
TZInfo::DataSources::TimezoneInfo,create_timezone,Ret,"",TZInfo::TransitionsTimezonePeriod,Timezone,T,Twin,"def create_timezone
        raise_not_implemented('create_timezone')
      end"
TZInfo::DataSources::TimezoneInfo,raise_not_implemented,Arg,method_name,String,String,E,Twin,"def raise_not_implemented(method_name)
        raise NotImplementedError, ""Subclasses must override #{method_name}""
      end"
TZInfo::DataSources::LinkedTimezoneInfo,initialize,Arg,identifier,TZInfo::TimezoneOffset,String,T,Constraints,"def initialize(identifier, link_to_identifier)
        super(identifier)
        raise ArgumentError, 'link_to_identifier must be specified' unless link_to_identifier
        @link_to_identifier = link_to_identifier.freeze
      end"
TZInfo::DataSources::LinkedTimezoneInfo,initialize,Arg,link_to_identifier,[ freeze: () -> { { TZInfo::DataSources::LinkedTimezoneInfo#initialize arg: link_to_identifier }#freeze call_ret: ret } ],String,TS,Constraints,"def initialize(identifier, link_to_identifier)
        super(identifier)
        raise ArgumentError, 'link_to_identifier must be specified' unless link_to_identifier
        @link_to_identifier = link_to_identifier.freeze
      end"
TZInfo::DataSources::LinkedTimezoneInfo,initialize,Ret,"",self,self,E,,"def initialize(identifier, link_to_identifier)
        super(identifier)
        raise ArgumentError, 'link_to_identifier must be specified' unless link_to_identifier
        @link_to_identifier = link_to_identifier.freeze
      end"
TZInfo::DataSources::LinkedTimezoneInfo,create_timezone,Ret,"",TZInfo::LinkedTimezone,LinkedTimezone,E,Constraints,"def create_timezone
        LinkedTimezone.new(self)
      end"
TZInfo::Format1::CountryDefiner,initialize,Ret,"",self,self,E,,"def initialize(identifier_deduper, description_deduper)
        super(nil, identifier_deduper, description_deduper)
      end"
TZInfo::Format1::TimezoneDefiner,offset,Arg,id,TZInfo::TimezoneOffset,Symbol,T,Twin,"def offset(id, utc_offset, std_offset, abbreviation)
        super(id, utc_offset, std_offset, abbreviation.to_s)
      end"
TZInfo::Format1::TimezoneDefiner,offset,Arg,utc_offset,Number,Number,E,Constraints,"def offset(id, utc_offset, std_offset, abbreviation)
        super(id, utc_offset, std_offset, abbreviation.to_s)
      end"
TZInfo::Format1::TimezoneDefiner,offset,Arg,std_offset,Number,Number,E,Constraints,"def offset(id, utc_offset, std_offset, abbreviation)
        super(id, utc_offset, std_offset, abbreviation.to_s)
      end"
TZInfo::Format1::TimezoneDefiner,offset,Arg,abbreviation,String,Symbol,E,Twin,"def offset(id, utc_offset, std_offset, abbreviation)
        super(id, utc_offset, std_offset, abbreviation.to_s)
      end"
TZInfo::Format1::TimezoneDefiner,transition,Arg,year,Number,Number,E,Twin,"def transition(year, month, offset_id, timestamp_value, datetime_numerator = nil, datetime_denominator = nil)
        raise ArgumentError, 'DateTime-only transitions are not supported' if datetime_numerator && !datetime_denominator
        super(offset_id, timestamp_value)
      end"
TZInfo::Format1::TimezoneDefiner,transition,Arg,month,Number,Number,E,Twin,"def transition(year, month, offset_id, timestamp_value, datetime_numerator = nil, datetime_denominator = nil)
        raise ArgumentError, 'DateTime-only transitions are not supported' if datetime_numerator && !datetime_denominator
        super(offset_id, timestamp_value)
      end"
TZInfo::Format1::TimezoneDefiner,transition,Arg,offset_id,TZInfo::TimezoneOffset,Symbol,T,Twin,"def transition(year, month, offset_id, timestamp_value, datetime_numerator = nil, datetime_denominator = nil)
        raise ArgumentError, 'DateTime-only transitions are not supported' if datetime_numerator && !datetime_denominator
        super(offset_id, timestamp_value)
      end"
TZInfo::Format1::TimezoneDefiner,transition,Arg,timestamp_value,Number,Number,E,Constraints,"def transition(year, month, offset_id, timestamp_value, datetime_numerator = nil, datetime_denominator = nil)
        raise ArgumentError, 'DateTime-only transitions are not supported' if datetime_numerator && !datetime_denominator
        super(offset_id, timestamp_value)
      end"
TZInfo::Format1::TimezoneDefiner,transition,Arg,datetime_numerator,?Number,Number,E,Constraints,"def transition(year, month, offset_id, timestamp_value, datetime_numerator = nil, datetime_denominator = nil)
        raise ArgumentError, 'DateTime-only transitions are not supported' if datetime_numerator && !datetime_denominator
        super(offset_id, timestamp_value)
      end"
TZInfo::Format1::TimezoneDefiner,transition,Arg,datetime_denominator,?Number,Number,E,Constraints,"def transition(year, month, offset_id, timestamp_value, datetime_numerator = nil, datetime_denominator = nil)
        raise ArgumentError, 'DateTime-only transitions are not supported' if datetime_numerator && !datetime_denominator
        super(offset_id, timestamp_value)
      end"
TZInfo::Format2::CountryDefiner,initialize,Arg,shared_timezones,"Hash<TZInfo::TimezoneOffset, TZInfo::CountryTimezone>","Hash<Symbol, CountryTimezone>",P,Constraints,"def initialize(shared_timezones, identifier_deduper, description_deduper)
        @shared_timezones = shared_timezones
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @timezones = []
      end"
TZInfo::Format2::CountryDefiner,initialize,Arg,identifier_deduper,[ dedupe: ({ TZInfo::Format2::CountryDefiner#timezone arg: identifier_or_reference }) -> { { TZInfo::Format2::CountryDefiner# var: @identifier_deduper }#dedupe call_ret: ret } ],StringDeduper,TS,Constraints,"def initialize(shared_timezones, identifier_deduper, description_deduper)
        @shared_timezones = shared_timezones
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @timezones = []
      end"
